leadingEdgeX,cgPositionX,hTailX,hTailTipY,hTailChord,transitionSetbackRatio,cgPositionRatio,hTailAR,hTailLength,hTailCoeff
0.6858,0.7646,1.981,0.6733,0.2992,0.9,0.75,4.5,1.2192,0.55
0.762,0.8218,2.0572,0.6733,0.2992,1,0.75,4.5,1.2192,0.55
0.4572,0.608,1.7524,0.6733,0.2992,0.6,1,4.5,1.2192,0.55
0.5334,0.6842,1.8286,0.6733,0.2992,0.7,1,4.5,1.2192,0.55
0.6096,0.7604,1.9048,0.6733,0.2992,0.8,1,4.5,1.2192,0.55
0.6858,0.8366,1.981,0.6733,0.2992,0.9,1,4.5,1.2192,0.55
0.762,0.9128,2.0572,0.6733,0.2992,1,1,4.5,1.2192,0.55
0.4572,0.5486,1.7562,0.7097,0.2839,0.6,0,5,1.2192,0.55
0.5334,0.5486,1.8324,0.7097,0.2839,0.7,0,5,1.2192,0.55
0.6096,0.5486,1.9086,0.7097,0.2839,0.8,0,5,1.2192,0.55
0.6858,0.5486,1.9848,0.7097,0.2839,0.9,0,5,1.2192,0.55
0.762,0.5486,2.061,0.7097,0.2839,1,0,5,1.2192,0.55
0.4572,0.5635,1.7562,0.7097,0.2839,0.6,0.25,5,1.2192,0.55
0.5334,0.5825,1.8324,0.7097,0.2839,0.7,0.25,5,1.2192,0.55
0.6096,0.6016,1.9086,0.7097,0.2839,0.8,0.25,5,1.2192,0.55
0.6858,0.6206,1.9848,0.7097,0.2839,0.9,0.25,5,1.2192,0.55
0.762,0.6397,2.061,0.7097,0.2839,1,0.25,5,1.2192,0.55
0.4572,0.5783,1.7562,0.7097,0.2839,0.6,0.5,5,1.2192,0.55
0.5334,0.6164,1.8324,0.7097,0.2839,0.7,0.5,5,1.2192,0.55
0.6096,0.6545,1.9086,0.7097,0.2839,0.8,0.5,5,1.2192,0.55
0.6858,0.6926,1.9848,0.7097,0.2839,0.9,0.5,5,1.2192,0.55
0.762,0.7307,2.061,0.7097,0.2839,1,0.5,5,1.2192,0.55
0.4572,0.5932,1.7562,0.7097,0.2839,0.6,0.75,5,1.2192,0.55
0.5334,0.6503,1.8324,0.7097,0.2839,0.7,0.75,5,1.2192,0.55
0.6096,0.7075,1.9086,0.7097,0.2839,0.8,0.75,5,1.2192,0.55
0.6858,0.7646,1.9848,0.7097,0.2839,0.9,0.75,5,1.2192,0.55
0.762,0.8218,2.061,0.7097,0.2839,1,0.75,5,1.2192,0.55
0.4572,0.608,1.7562,0.7097,0.2839,0.6,1,5,1.2192,0.55
0.5334,0.6842,1.8324,0.7097,0.2839,0.7,1,5,1.2192,0.55
0.6096,0.7604,1.9086,0.7097,0.2839,0.8,1,5,1.2192,0.55
0.6858,0.8366,1.9848,0.7097,0.2839,0.9,1,5,1.2192,0.55
0.762,0.9128,2.061,0.7097,0.2839,1,1,5,1.2192,0.55
0.4572,0.5486,1.8526,0.6099,0.3049,0.6,0,4,1.3208,0.55
0.5334,0.5486,1.9288,0.6099,0.3049,0.7,0,4,1.3208,0.55
0.6096,0.5486,2.005,0.6099,0.3049,0.8,0,4,1.3208,0.55
0.6858,0.5486,2.0812,0.6099,0.3049,0.9,0,4,1.3208,0.55
0.762,0.5486,2.1574,0.6099,0.3049,1,0,4,1.3208,0.55
0.4572,0.5635,1.8526,0.6099,0.3049,0.6,0.25,4,1.3208,0.55
0.5334,0.5825,1.9288,0.6099,0.3049,0.7,0.25,4,1.3208,0.55
0.6096,0.6016,2.005,0.6099,0.3049,0.8,0.25,4,1.3208,0.55
0.6858,0.6206,2.0812,0.6099,0.3049,0.9,0.25,4,1.3208,0.55
0.762,0.6397,2.1574,0.6099,0.3049,1,0.25,4,1.3208,0.55
0.4572,0.5783,1.8526,0.6099,0.3049,0.6,0.5,4,1.3208,0.55
0.5334,0.6164,1.9288,0.6099,0.3049,0.7,0.5,4,1.3208,0.55
0.6096,0.6545,2.005,0.6099,0.3049,0.8,0.5,4,1.3208,0.55
0.6858,0.6926,2.0812,0.6099,0.3049,0.9,0.5,4,1.3208,0.55
0.762,0.7307,2.1574,0.6099,0.3049,1,0.5,4,1.3208,0.55
0.4572,0.5932,1.8526,0.6099,0.3049,0.6,0.75,4,1.3208,0.55
0.5334,0.6503,1.9288,0.6099,0.3049,0.7,0.75,4,1.3208,0.55
0.6096,0.7075,2.005,0.6099,0.3049,0.8,0.75,4,1.3208,0.55
0.6858,0.7646,2.0812,0.6099,0.3049,0.9,0.75,4,1.3208,0.55
0.762,0.8218,2.1574,0.6099,0.3049,1,0.75,4,1.3208,0.55
0.4572,0.608,1.8526,0.6099,0.3049,0.6,1,4,1.3208,0.55
0.5334,0.6842,1.9288,0.6099,0.3049,0.7,1,4,1.3208,0.55
0.6096,0.7604,2.005,0.6099,0.3049,0.8,1,4,1.3208,0.55
0.6858,0.8366,2.0812,0.6099,0.3049,0.9,1,4,1.3208,0.55
0.762,0.9128,2.1574,0.6099,0.3049,1,1,4,1.3208,0.55
0.4572,0.5486,1.8569,0.6469,0.2875,0.6,0,4.5,1.3208,0.55
0.5334,0.5486,1.9331,0.6469,0.2875,0.7,0,4.5,1.3208,0.55
0.6096,0.5486,2.0093,0.6469,0.2875,0.8,0,4.5,1.3208,0.55
0.6858,0.5486,2.0855,0.6469,0.2875,0.9,0,4.5,1.3208,0.55
0.762,0.5486,2.1617,0.6469,0.2875,1,0,4.5,1.3208,0.55
0.4572,0.5635,1.8569,0.6469,0.2875,0.6,0.25,4.5,1.3208,0.55
0.5334,0.5825,1.9331,0.6469,0.2875,0.7,0.25,4.5,1.3208,0.55
0.6096,0.6016,2.0093,0.6469,0.2875,0.8,0.25,4.5,1.3208,0.55
0.6858,0.6206,2.0855,0.6469,0.2875,0.9,0.25,4.5,1.3208,0.55
0.762,0.6397,2.1617,0.6469,0.2875,1,0.25,4.5,1.3208,0.55
0.4572,0.5783,1.8569,0.6469,0.2875,0.6,0.5,4.5,1.3208,0.55
0.5334,0.6164,1.9331,0.6469,0.2875,0.7,0.5,4.5,1.3208,0.55
0.6096,0.6545,2.0093,0.6469,0.2875,0.8,0.5,4.5,1.3208,0.55
0.6858,0.6926,2.0855,0.6469,0.2875,0.9,0.5,4.5,1.3208,0.55
0.762,0.7307,2.1617,0.6469,0.2875,1,0.5,4.5,1.3208,0.55
0.4572,0.5932,1.8569,0.6469,0.2875,0.6,0.75,4.5,1.3208,0.55
0.5334,0.6503,1.9331,0.6469,0.2875,0.7,0.75,4.5,1.3208,0.55
0.6096,0.7075,2.0093,0.6469,0.2875,0.8,0.75,4.5,1.3208,0.55
0.6858,0.7646,2.0855,0.6469,0.2875,0.9,0.75,4.5,1.3208,0.55
0.762,0.8218,2.1617,0.6469,0.2875,1,0.75,4.5,1.3208,0.55
0.4572,0.608,1.8569,0.6469,0.2875,0.6,1,4.5,1.3208,0.55
0.5334,0.6842,1.9331,0.6469,0.2875,0.7,1,4.5,1.3208,0.55
0.6096,0.7604,2.0093,0.6469,0.2875,0.8,1,4.5,1.3208,0.55
0.6858,0.8366,2.0855,0.6469,0.2875,0.9,1,4.5,1.3208,0.55
0.762,0.9128,2.1617,0.6469,0.2875,1,1,4.5,1.3208,0.55
0.4572,0.5486,1.8606,0.6819,0.2727,0.6,0,5,1.3208,0.55
0.5334,0.5486,1.9368,0.6819,0.2727,0.7,0,5,1.3208,0.55
0.6096,0.5486,2.013,0.6819,0.2727,0.8,0,5,1.3208,0.55
0.6858,0.5486,2.0892,0.6819,0.2727,0.9,0,5,1.3208,0.55
0.762,0.5486,2.1654,0.6819,0.2727,1,0,5,1.3208,0.55
0.4572,0.5635,1.8606,0.6819,0.2727,0.6,0.25,5,1.3208,0.55
0.5334,0.5825,1.9368,0.6819,0.2727,0.7,0.25,5,1.3208,0.55
0.6096,0.6016,2.013,0.6819,0.2727,0.8,0.25,5,1.3208,0.55
0.6858,0.6206,2.0892,0.6819,0.2727,0.9,0.25,5,1.3208,0.55
0.762,0.6397,2.1654,0.6819,0.2727,1,0.25,5,1.3208,0.55
0.4572,0.5783,1.8606,0.6819,0.2727,0.6,0.5,5,1.3208,0.55
0.5334,0.6164,1.9368,0.6819,0.2727,0.7,0.5,5,1.3208,0.55
0.6096,0.6545,2.013,0.6819,0.2727,0.8,0.5,5,1.3208,0.55
0.6858,0.6926,2.0892,0.6819,0.2727,0.9,0.5,5,1.3208,0.55
0.762,0.7307,2.1654,0.6819,0.2727,1,0.5,5,1.3208,0.55
0.4572,0.5932,1.8606,0.6819,0.2727,0.6,0.75,5,1.3208,0.55
0.5334,0.6503,1.9368,0.6819,0.2727,0.7,0.75,5,1.3208,0.55
0.6096,0.7075,2.013,0.6819,0.2727,0.8,0.75,5,1.3208,0.55
0.6858,0.7646,2.0892,0.6819,0.2727,0.9,0.75,5,1.3208,0.55
0.762,0.8218,2.1654,0.6819,0.2727,1,0.75,5,1.3208,0.55
0.4572,0.608,1.8606,0.6819,0.2727,0.6,1,5,1.3208,0.55
0.5334,0.6842,1.9368,0.6819,0.2727,0.7,1,5,1.3208,0.55
0.6096,0.7604,2.013,0.6819,0.2727,0.8,1,5,1.3208,0.55
0.6858,0.8366,2.0892,0.6819,0.2727,0.9,1,5,1.3208,0.55
0.762,0.9128,2.1654,0.6819,0.2727,1,1,5,1.3208,0.55
0.4572,0.5486,1.957,0.5877,0.2939,0.6,0,4,1.4224,0.55
0.5334,0.5486,2.0332,0.5877,0.2939,0.7,0,4,1.4224,0.55
0.6096,0.5486,2.1094,0.5877,0.2939,0.8,0,4,1.4224,0.55
0.6858,0.5486,2.1856,0.5877,0.2939,0.9,0,4,1.4224,0.55
0.762,0.5486,2.2618,0.5877,0.2939,1,0,4,1.4224,0.55
0.4572,0.5635,1.957,0.5877,0.2939,0.6,0.25,4,1.4224,0.55
0.5334,0.5825,2.0332,0.5877,0.2939,0.7,0.25,4,1.4224,0.55
0.6096,0.6016,2.1094,0.5877,0.2939,0.8,0.25,4,1.4224,0.55
0.6858,0.6206,2.1856,0.5877,0.2939,0.9,0.25,4,1.4224,0.55
0.762,0.6397,2.2618,0.5877,0.2939,1,0.25,4,1.4224,0.55
0.4572,0.5783,1.957,0.5877,0.2939,0.6,0.5,4,1.4224,0.55
0.5334,0.6164,2.0332,0.5877,0.2939,0.7,0.5,4,1.4224,0.55
0.6096,0.6545,2.1094,0.5877,0.2939,0.8,0.5,4,1.4224,0.55
0.6858,0.6926,2.1856,0.5877,0.2939,0.9,0.5,4,1.4224,0.55
0.762,0.7307,2.2618,0.5877,0.2939,1,0.5,4,1.4224,0.55
0.4572,0.5932,1.957,0.5877,0.2939,0.6,0.75,4,1.4224,0.55
0.5334,0.6503,2.0332,0.5877,0.2939,0.7,0.75,4,1.4224,0.55
0.6096,0.7075,2.1094,0.5877,0.2939,0.8,0.75,4,1.4224,0.55
0.6858,0.7646,2.1856,0.5877,0.2939,0.9,0.75,4,1.4224,0.55
0.762,0.8218,2.2618,0.5877,0.2939,1,0.75,4,1.4224,0.55
0.4572,0.608,1.957,0.5877,0.2939,0.6,1,4,1.4224,0.55
0.5334,0.6842,2.0332,0.5877,0.2939,0.7,1,4,1.4224,0.55
0.6096,0.7604,2.1094,0.5877,0.2939,0.8,1,4,1.4224,0.55
0.6858,0.8366,2.1856,0.5877,0.2939,0.9,1,4,1.4224,0.55
0.762,0.9128,2.2618,0.5877,0.2939,1,1,4,1.4224,0.55
0.4572,0.5486,1.9612,0.6234,0.277,0.6,0,4.5,1.4224,0.55
0.5334,0.5486,2.0374,0.6234,0.277,0.7,0,4.5,1.4224,0.55
0.6096,0.5486,2.1136,0.6234,0.277,0.8,0,4.5,1.4224,0.55
0.6858,0.5486,2.1898,0.6234,0.277,0.9,0,4.5,1.4224,0.55
0.762,0.5486,2.266,0.6234,0.277,1,0,4.5,1.4224,0.55
0.4572,0.5635,1.9612,0.6234,0.277,0.6,0.25,4.5,1.4224,0.55
0.5334,0.5825,2.0374,0.6234,0.277,0.7,0.25,4.5,1.4224,0.55
0.6096,0.6016,2.1136,0.6234,0.277,0.8,0.25,4.5,1.4224,0.55
0.6858,0.6206,2.1898,0.6234,0.277,0.9,0.25,4.5,1.4224,0.55
0.762,0.6397,2.266,0.6234,0.277,1,0.25,4.5,1.4224,0.55
0.4572,0.5783,1.9612,0.6234,0.277,0.6,0.5,4.5,1.4224,0.55
0.5334,0.6164,2.0374,0.6234,0.277,0.7,0.5,4.5,1.4224,0.55
0.6096,0.6545,2.1136,0.6234,0.277,0.8,0.5,4.5,1.4224,0.55
0.6858,0.6926,2.1898,0.6234,0.277,0.9,0.5,4.5,1.4224,0.55
0.762,0.7307,2.266,0.6234,0.277,1,0.5,4.5,1.4224,0.55
0.4572,0.5932,1.9612,0.6234,0.277,0.6,0.75,4.5,1.4224,0.55
0.5334,0.6503,2.0374,0.6234,0.277,0.7,0.75,4.5,1.4224,0.55
0.6096,0.7075,2.1136,0.6234,0.277,0.8,0.75,4.5,1.4224,0.55
0.6858,0.7646,2.1898,0.6234,0.277,0.9,0.75,4.5,1.4224,0.55
0.762,0.8218,2.266,0.6234,0.277,1,0.75,4.5,1.4224,0.55
0.4572,0.608,1.9612,0.6234,0.277,0.6,1,4.5,1.4224,0.55
0.5334,0.6842,2.0374,0.6234,0.277,0.7,1,4.5,1.4224,0.55
0.6096,0.7604,2.1136,0.6234,0.277,0.8,1,4.5,1.4224,0.55
0.6858,0.8366,2.1898,0.6234,0.277,0.9,1,4.5,1.4224,0.55
0.762,0.9128,2.266,0.6234,0.277,1,1,4.5,1.4224,0.55
0.4572,0.5486,1.9647,0.6571,0.2628,0.6,0,5,1.4224,0.55
0.5334,0.5486,2.0409,0.6571,0.2628,0.7,0,5,1.4224,0.55
0.6096,0.5486,2.1171,0.6571,0.2628,0.8,0,5,1.4224,0.55
0.6858,0.5486,2.1933,0.6571,0.2628,0.9,0,5,1.4224,0.55
0.762,0.5486,2.2695,0.6571,0.2628,1,0,5,1.4224,0.55
0.4572,0.5635,1.9647,0.6571,0.2628,0.6,0.25,5,1.4224,0.55
0.5334,0.5825,2.0409,0.6571,0.2628,0.7,0.25,5,1.4224,0.55
0.6096,0.6016,2.1171,0.6571,0.2628,0.8,0.25,5,1.4224,0.55
0.6858,0.6206,2.1933,0.6571,0.2628,0.9,0.25,5,1.4224,0.55
0.762,0.6397,2.2695,0.6571,0.2628,1,0.25,5,1.4224,0.55
0.4572,0.5783,1.9647,0.6571,0.2628,0.6,0.5,5,1.4224,0.55
0.5334,0.6164,2.0409,0.6571,0.2628,0.7,0.5,5,1.4224,0.55
0.6096,0.6545,2.1171,0.6571,0.2628,0.8,0.5,5,1.4224,0.55
0.6858,0.6926,2.1933,0.6571,0.2628,0.9,0.5,5,1.4224,0.55
0.762,0.7307,2.2695,0.6571,0.2628,1,0.5,5,1.4224,0.55
0.4572,0.5932,1.9647,0.6571,0.2628,0.6,0.75,5,1.4224,0.55
0.5334,0.6503,2.0409,0.6571,0.2628,0.7,0.75,5,1.4224,0.55
0.6096,0.7075,2.1171,0.6571,0.2628,0.8,0.75,5,1.4224,0.55
0.6858,0.7646,2.1933,0.6571,0.2628,0.9,0.75,5,1.4224,0.55
0.762,0.8218,2.2695,0.6571,0.2628,1,0.75,5,1.4224,0.55
0.4572,0.608,1.9647,0.6571,0.2628,0.6,1,5,1.4224,0.55
0.5334,0.6842,2.0409,0.6571,0.2628,0.7,1,5,1.4224,0.55
0.6096,0.7604,2.1171,0.6571,0.2628,0.8,1,5,1.4224,0.55
0.6858,0.8366,2.1933,0.6571,0.2628,0.9,1,5,1.4224,0.55
0.762,0.9128,2.2695,0.6571,0.2628,1,1,5,1.4224,0.55
0.4572,0.5486,2.061,0.5678,0.2839,0.6,0,4,1.524,0.55
0.5334,0.5486,2.1372,0.5678,0.2839,0.7,0,4,1.524,0.55
0.6096,0.5486,2.2134,0.5678,0.2839,0.8,0,4,1.524,0.55
0.6858,0.5486,2.2897,0.5678,0.2839,0.9,0,4,1.524,0.55
0.762,0.5486,2.3659,0.5678,0.2839,1,0,4,1.524,0.55
0.4572,0.5635,2.061,0.5678,0.2839,0.6,0.25,4,1.524,0.55
0.5334,0.5825,2.1372,0.5678,0.2839,0.7,0.25,4,1.524,0.55
0.6096,0.6016,2.2134,0.5678,0.2839,0.8,0.25,4,1.524,0.55
0.6858,0.6206,2.2897,0.5678,0.2839,0.9,0.25,4,1.524,0.55
0.762,0.6397,2.3659,0.5678,0.2839,1,0.25,4,1.524,0.55
0.4572,0.5783,2.061,0.5678,0.2839,0.6,0.5,4,1.524,0.55
0.5334,0.6164,2.1372,0.5678,0.2839,0.7,0.5,4,1.524,0.55
0.6096,0.6545,2.2134,0.5678,0.2839,0.8,0.5,4,1.524,0.55
0.6858,0.6926,2.2897,0.5678,0.2839,0.9,0.5,4,1.524,0.55
0.762,0.7307,2.3659,0.5678,0.2839,1,0.5,4,1.524,0.55
0.4572,0.5932,2.061,0.5678,0.2839,0.6,0.75,4,1.524,0.55
0.5334,0.6503,2.1372,0.5678,0.2839,0.7,0.75,4,1.524,0.55
0.6096,0.7075,2.2134,0.5678,0.2839,0.8,0.75,4,1.524,0.55
0.6858,0.7646,2.2897,0.5678,0.2839,0.9,0.75,4,1.524,0.55
0.762,0.8218,2.3659,0.5678,0.2839,1,0.75,4,1.524,0.55
0.4572,0.608,2.061,0.5678,0.2839,0.6,1,4,1.524,0.55
0.5334,0.6842,2.1372,0.5678,0.2839,0.7,1,4,1.524,0.55
0.6096,0.7604,2.2134,0.5678,0.2839,0.8,1,4,1.524,0.55
0.6858,0.8366,2.2897,0.5678,0.2839,0.9,1,4,1.524,0.55
0.762,0.9128,2.3659,0.5678,0.2839,1,1,4,1.524,0.55
0.4572,0.5486,2.0651,0.6022,0.2677,0.6,0,4.5,1.524,0.55
0.5334,0.5486,2.1413,0.6022,0.2677,0.7,0,4.5,1.524,0.55
0.6096,0.5486,2.2175,0.6022,0.2677,0.8,0,4.5,1.524,0.55
0.6858,0.5486,2.2937,0.6022,0.2677,0.9,0,4.5,1.524,0.55
0.762,0.5486,2.3699,0.6022,0.2677,1,0,4.5,1.524,0.55
0.4572,0.5635,2.0651,0.6022,0.2677,0.6,0.25,4.5,1.524,0.55
0.5334,0.5825,2.1413,0.6022,0.2677,0.7,0.25,4.5,1.524,0.55
0.6096,0.6016,2.2175,0.6022,0.2677,0.8,0.25,4.5,1.524,0.55
0.6858,0.6206,2.2937,0.6022,0.2677,0.9,0.25,4.5,1.524,0.55
0.762,0.6397,2.3699,0.6022,0.2677,1,0.25,4.5,1.524,0.55
0.4572,0.5783,2.0651,0.6022,0.2677,0.6,0.5,4.5,1.524,0.55
0.5334,0.6164,2.1413,0.6022,0.2677,0.7,0.5,4.5,1.524,0.55
0.6096,0.6545,2.2175,0.6022,0.2677,0.8,0.5,4.5,1.524,0.55
0.6858,0.6926,2.2937,0.6022,0.2677,0.9,0.5,4.5,1.524,0.55
0.762,0.7307,2.3699,0.6022,0.2677,1,0.5,4.5,1.524,0.55
0.4572,0.5932,2.0651,0.6022,0.2677,0.6,0.75,4.5,1.524,0.55
0.5334,0.6503,2.1413,0.6022,0.2677,0.7,0.75,4.5,1.524,0.55
0.6096,0.7075,2.2175,0.6022,0.2677,0.8,0.75,4.5,1.524,0.55
0.6858,0.7646,2.2937,0.6022,0.2677,0.9,0.75,4.5,1.524,0.55
0.762,0.8218,2.3699,0.6022,0.2677,1,0.75,4.5,1.524,0.55
0.4572,0.608,2.0651,0.6022,0.2677,0.6,1,4.5,1.524,0.55
0.5334,0.6842,2.1413,0.6022,0.2677,0.7,1,4.5,1.524,0.55
0.6096,0.7604,2.2175,0.6022,0.2677,0.8,1,4.5,1.524,0.55
0.6858,0.8366,2.2937,0.6022,0.2677,0.9,1,4.5,1.524,0.55
0.762,0.9128,2.3699,0.6022,0.2677,1,1,4.5,1.524,0.55
0.4572,0.5486,2.0685,0.6348,0.2539,0.6,0,5,1.524,0.55
0.5334,0.5486,2.1447,0.6348,0.2539,0.7,0,5,1.524,0.55
0.6096,0.5486,2.2209,0.6348,0.2539,0.8,0,5,1.524,0.55
0.6858,0.5486,2.2971,0.6348,0.2539,0.9,0,5,1.524,0.55
0.762,0.5486,2.3733,0.6348,0.2539,1,0,5,1.524,0.55
0.4572,0.5635,2.0685,0.6348,0.2539,0.6,0.25,5,1.524,0.55
0.5334,0.5825,2.1447,0.6348,0.2539,0.7,0.25,5,1.524,0.55
0.6096,0.6016,2.2209,0.6348,0.2539,0.8,0.25,5,1.524,0.55
0.6858,0.6206,2.2971,0.6348,0.2539,0.9,0.25,5,1.524,0.55
0.762,0.6397,2.3733,0.6348,0.2539,1,0.25,5,1.524,0.55
0.4572,0.5783,2.0685,0.6348,0.2539,0.6,0.5,5,1.524,0.55
0.5334,0.6164,2.1447,0.6348,0.2539,0.7,0.5,5,1.524,0.55
0.6096,0.6545,2.2209,0.6348,0.2539,0.8,0.5,5,1.524,0.55
0.6858,0.6926,2.2971,0.6348,0.2539,0.9,0.5,5,1.524,0.55
0.762,0.7307,2.3733,0.6348,0.2539,1,0.5,5,1.524,0.55
0.4572,0.5932,2.0685,0.6348,0.2539,0.6,0.75,5,1.524,0.55
0.5334,0.6503,2.1447,0.6348,0.2539,0.7,0.75,5,1.524,0.55
0.6096,0.7075,2.2209,0.6348,0.2539,0.8,0.75,5,1.524,0.55
0.6858,0.7646,2.2971,0.6348,0.2539,0.9,0.75,5,1.524,0.55
0.762,0.8218,2.3733,0.6348,0.2539,1,0.75,5,1.524,0.55
0.4572,0.608,2.0685,0.6348,0.2539,0.6,1,5,1.524,0.55
0.5334,0.6842,2.1447,0.6348,0.2539,0.7,1,5,1.524,0.55
0.6096,0.7604,2.2209,0.6348,0.2539,0.8,1,5,1.524,0.55
0.6858,0.8366,2.2971,0.6348,0.2539,0.9,1,5,1.524,0.55
0.762,0.9128,2.3733,0.6348,0.2539,1,1,5,1.524,0.55
