leadingEdgeX,cgPositionX,hTailX,hTailTipY,hTailChord,transitionSetbackRatio,cgPositionRatio,hTailAR,hTailLength,hTailCoeff
0.762,0.8218,2.0564,0.6052,0.3026,1,0.75,4,1.2192,0.5
0.4572,0.608,1.7516,0.6052,0.3026,0.6,1,4,1.2192,0.5
0.5334,0.6842,1.8278,0.6052,0.3026,0.7,1,4,1.2192,0.5
0.6096,0.7604,1.904,0.6052,0.3026,0.8,1,4,1.2192,0.5
0.6858,0.8366,1.9802,0.6052,0.3026,0.9,1,4,1.2192,0.5
0.762,0.9128,2.0564,0.6052,0.3026,1,1,4,1.2192,0.5
0.4572,0.5486,1.7559,0.642,0.2853,0.6,0,4.5,1.2192,0.5
0.5334,0.5486,1.8321,0.642,0.2853,0.7,0,4.5,1.2192,0.5
0.6096,0.5486,1.9083,0.642,0.2853,0.8,0,4.5,1.2192,0.5
0.6858,0.5486,1.9845,0.642,0.2853,0.9,0,4.5,1.2192,0.5
0.762,0.5486,2.0607,0.642,0.2853,1,0,4.5,1.2192,0.5
0.4572,0.5635,1.7559,0.642,0.2853,0.6,0.25,4.5,1.2192,0.5
0.5334,0.5825,1.8321,0.642,0.2853,0.7,0.25,4.5,1.2192,0.5
0.6096,0.6016,1.9083,0.642,0.2853,0.8,0.25,4.5,1.2192,0.5
0.6858,0.6206,1.9845,0.642,0.2853,0.9,0.25,4.5,1.2192,0.5
0.762,0.6397,2.0607,0.642,0.2853,1,0.25,4.5,1.2192,0.5
0.4572,0.5783,1.7559,0.642,0.2853,0.6,0.5,4.5,1.2192,0.5
0.5334,0.6164,1.8321,0.642,0.2853,0.7,0.5,4.5,1.2192,0.5
0.6096,0.6545,1.9083,0.642,0.2853,0.8,0.5,4.5,1.2192,0.5
0.6858,0.6926,1.9845,0.642,0.2853,0.9,0.5,4.5,1.2192,0.5
0.762,0.7307,2.0607,0.642,0.2853,1,0.5,4.5,1.2192,0.5
0.4572,0.5932,1.7559,0.642,0.2853,0.6,0.75,4.5,1.2192,0.5
0.5334,0.6503,1.8321,0.642,0.2853,0.7,0.75,4.5,1.2192,0.5
0.6096,0.7075,1.9083,0.642,0.2853,0.8,0.75,4.5,1.2192,0.5
0.6858,0.7646,1.9845,0.642,0.2853,0.9,0.75,4.5,1.2192,0.5
0.762,0.8218,2.0607,0.642,0.2853,1,0.75,4.5,1.2192,0.5
0.4572,0.608,1.7559,0.642,0.2853,0.6,1,4.5,1.2192,0.5
0.5334,0.6842,1.8321,0.642,0.2853,0.7,1,4.5,1.2192,0.5
0.6096,0.7604,1.9083,0.642,0.2853,0.8,1,4.5,1.2192,0.5
0.6858,0.8366,1.9845,0.642,0.2853,0.9,1,4.5,1.2192,0.5
0.762,0.9128,2.0607,0.642,0.2853,1,1,4.5,1.2192,0.5
0.4572,0.5486,1.7596,0.6767,0.2707,0.6,0,5,1.2192,0.5
0.5334,0.5486,1.8358,0.6767,0.2707,0.7,0,5,1.2192,0.5
0.6096,0.5486,1.912,0.6767,0.2707,0.8,0,5,1.2192,0.5
0.6858,0.5486,1.9882,0.6767,0.2707,0.9,0,5,1.2192,0.5
0.762,0.5486,2.0644,0.6767,0.2707,1,0,5,1.2192,0.5
0.4572,0.5635,1.7596,0.6767,0.2707,0.6,0.25,5,1.2192,0.5
0.5334,0.5825,1.8358,0.6767,0.2707,0.7,0.25,5,1.2192,0.5
0.6096,0.6016,1.912,0.6767,0.2707,0.8,0.25,5,1.2192,0.5
0.6858,0.6206,1.9882,0.6767,0.2707,0.9,0.25,5,1.2192,0.5
0.762,0.6397,2.0644,0.6767,0.2707,1,0.25,5,1.2192,0.5
0.4572,0.5783,1.7596,0.6767,0.2707,0.6,0.5,5,1.2192,0.5
0.5334,0.6164,1.8358,0.6767,0.2707,0.7,0.5,5,1.2192,0.5
0.6096,0.6545,1.912,0.6767,0.2707,0.8,0.5,5,1.2192,0.5
0.6858,0.6926,1.9882,0.6767,0.2707,0.9,0.5,5,1.2192,0.5
0.762,0.7307,2.0644,0.6767,0.2707,1,0.5,5,1.2192,0.5
0.4572,0.5932,1.7596,0.6767,0.2707,0.6,0.75,5,1.2192,0.5
0.5334,0.6503,1.8358,0.6767,0.2707,0.7,0.75,5,1.2192,0.5
0.6096,0.7075,1.912,0.6767,0.2707,0.8,0.75,5,1.2192,0.5
0.6858,0.7646,1.9882,0.6767,0.2707,0.9,0.75,5,1.2192,0.5
0.762,0.8218,2.0644,0.6767,0.2707,1,0.75,5,1.2192,0.5
0.4572,0.608,1.7596,0.6767,0.2707,0.6,1,5,1.2192,0.5
0.5334,0.6842,1.8358,0.6767,0.2707,0.7,1,5,1.2192,0.5
0.6096,0.7604,1.912,0.6767,0.2707,0.8,1,5,1.2192,0.5
0.6858,0.8366,1.9882,0.6767,0.2707,0.9,1,5,1.2192,0.5
0.762,0.9128,2.0644,0.6767,0.2707,1,1,5,1.2192,0.5
0.4572,0.5486,1.8561,0.5815,0.2908,0.6,0,4,1.3208,0.5
0.5334,0.5486,1.9323,0.5815,0.2908,0.7,0,4,1.3208,0.5
0.6096,0.5486,2.0085,0.5815,0.2908,0.8,0,4,1.3208,0.5
0.6858,0.5486,2.0847,0.5815,0.2908,0.9,0,4,1.3208,0.5
0.762,0.5486,2.1609,0.5815,0.2908,1,0,4,1.3208,0.5
0.4572,0.5635,1.8561,0.5815,0.2908,0.6,0.25,4,1.3208,0.5
0.5334,0.5825,1.9323,0.5815,0.2908,0.7,0.25,4,1.3208,0.5
0.6096,0.6016,2.0085,0.5815,0.2908,0.8,0.25,4,1.3208,0.5
0.6858,0.6206,2.0847,0.5815,0.2908,0.9,0.25,4,1.3208,0.5
0.762,0.6397,2.1609,0.5815,0.2908,1,0.25,4,1.3208,0.5
0.4572,0.5783,1.8561,0.5815,0.2908,0.6,0.5,4,1.3208,0.5
0.5334,0.6164,1.9323,0.5815,0.2908,0.7,0.5,4,1.3208,0.5
0.6096,0.6545,2.0085,0.5815,0.2908,0.8,0.5,4,1.3208,0.5
0.6858,0.6926,2.0847,0.5815,0.2908,0.9,0.5,4,1.3208,0.5
0.762,0.7307,2.1609,0.5815,0.2908,1,0.5,4,1.3208,0.5
0.4572,0.5932,1.8561,0.5815,0.2908,0.6,0.75,4,1.3208,0.5
0.5334,0.6503,1.9323,0.5815,0.2908,0.7,0.75,4,1.3208,0.5
0.6096,0.7075,2.0085,0.5815,0.2908,0.8,0.75,4,1.3208,0.5
0.6858,0.7646,2.0847,0.5815,0.2908,0.9,0.75,4,1.3208,0.5
0.762,0.8218,2.1609,0.5815,0.2908,1,0.75,4,1.3208,0.5
0.4572,0.608,1.8561,0.5815,0.2908,0.6,1,4,1.3208,0.5
0.5334,0.6842,1.9323,0.5815,0.2908,0.7,1,4,1.3208,0.5
0.6096,0.7604,2.0085,0.5815,0.2908,0.8,1,4,1.3208,0.5
0.6858,0.8366,2.0847,0.5815,0.2908,0.9,1,4,1.3208,0.5
0.762,0.9128,2.1609,0.5815,0.2908,1,1,4,1.3208,0.5
0.4572,0.5486,1.8603,0.6168,0.2741,0.6,0,4.5,1.3208,0.5
0.5334,0.5486,1.9365,0.6168,0.2741,0.7,0,4.5,1.3208,0.5
0.6096,0.5486,2.0127,0.6168,0.2741,0.8,0,4.5,1.3208,0.5
0.6858,0.5486,2.0889,0.6168,0.2741,0.9,0,4.5,1.3208,0.5
0.762,0.5486,2.1651,0.6168,0.2741,1,0,4.5,1.3208,0.5
0.4572,0.5635,1.8603,0.6168,0.2741,0.6,0.25,4.5,1.3208,0.5
0.5334,0.5825,1.9365,0.6168,0.2741,0.7,0.25,4.5,1.3208,0.5
0.6096,0.6016,2.0127,0.6168,0.2741,0.8,0.25,4.5,1.3208,0.5
0.6858,0.6206,2.0889,0.6168,0.2741,0.9,0.25,4.5,1.3208,0.5
0.762,0.6397,2.1651,0.6168,0.2741,1,0.25,4.5,1.3208,0.5
0.4572,0.5783,1.8603,0.6168,0.2741,0.6,0.5,4.5,1.3208,0.5
0.5334,0.6164,1.9365,0.6168,0.2741,0.7,0.5,4.5,1.3208,0.5
0.6096,0.6545,2.0127,0.6168,0.2741,0.8,0.5,4.5,1.3208,0.5
0.6858,0.6926,2.0889,0.6168,0.2741,0.9,0.5,4.5,1.3208,0.5
0.762,0.7307,2.1651,0.6168,0.2741,1,0.5,4.5,1.3208,0.5
0.4572,0.5932,1.8603,0.6168,0.2741,0.6,0.75,4.5,1.3208,0.5
0.5334,0.6503,1.9365,0.6168,0.2741,0.7,0.75,4.5,1.3208,0.5
0.6096,0.7075,2.0127,0.6168,0.2741,0.8,0.75,4.5,1.3208,0.5
0.6858,0.7646,2.0889,0.6168,0.2741,0.9,0.75,4.5,1.3208,0.5
0.762,0.8218,2.1651,0.6168,0.2741,1,0.75,4.5,1.3208,0.5
0.4572,0.608,1.8603,0.6168,0.2741,0.6,1,4.5,1.3208,0.5
0.5334,0.6842,1.9365,0.6168,0.2741,0.7,1,4.5,1.3208,0.5
0.6096,0.7604,2.0127,0.6168,0.2741,0.8,1,4.5,1.3208,0.5
0.6858,0.8366,2.0889,0.6168,0.2741,0.9,1,4.5,1.3208,0.5
0.762,0.9128,2.1651,0.6168,0.2741,1,1,4.5,1.3208,0.5
0.4572,0.5486,1.8638,0.6501,0.2601,0.6,0,5,1.3208,0.5
0.5334,0.5486,1.94,0.6501,0.2601,0.7,0,5,1.3208,0.5
0.6096,0.5486,2.0162,0.6501,0.2601,0.8,0,5,1.3208,0.5
0.6858,0.5486,2.0924,0.6501,0.2601,0.9,0,5,1.3208,0.5
0.762,0.5486,2.1686,0.6501,0.2601,1,0,5,1.3208,0.5
0.4572,0.5635,1.8638,0.6501,0.2601,0.6,0.25,5,1.3208,0.5
0.5334,0.5825,1.94,0.6501,0.2601,0.7,0.25,5,1.3208,0.5
0.6096,0.6016,2.0162,0.6501,0.2601,0.8,0.25,5,1.3208,0.5
0.6858,0.6206,2.0924,0.6501,0.2601,0.9,0.25,5,1.3208,0.5
0.762,0.6397,2.1686,0.6501,0.2601,1,0.25,5,1.3208,0.5
0.4572,0.5783,1.8638,0.6501,0.2601,0.6,0.5,5,1.3208,0.5
0.5334,0.6164,1.94,0.6501,0.2601,0.7,0.5,5,1.3208,0.5
0.6096,0.6545,2.0162,0.6501,0.2601,0.8,0.5,5,1.3208,0.5
0.6858,0.6926,2.0924,0.6501,0.2601,0.9,0.5,5,1.3208,0.5
0.762,0.7307,2.1686,0.6501,0.2601,1,0.5,5,1.3208,0.5
0.4572,0.5932,1.8638,0.6501,0.2601,0.6,0.75,5,1.3208,0.5
0.5334,0.6503,1.94,0.6501,0.2601,0.7,0.75,5,1.3208,0.5
0.6096,0.7075,2.0162,0.6501,0.2601,0.8,0.75,5,1.3208,0.5
0.6858,0.7646,2.0924,0.6501,0.2601,0.9,0.75,5,1.3208,0.5
0.762,0.8218,2.1686,0.6501,0.2601,1,0.75,5,1.3208,0.5
0.4572,0.608,1.8638,0.6501,0.2601,0.6,1,5,1.3208,0.5
0.5334,0.6842,1.94,0.6501,0.2601,0.7,1,5,1.3208,0.5
0.6096,0.7604,2.0162,0.6501,0.2601,0.8,1,5,1.3208,0.5
0.6858,0.8366,2.0924,0.6501,0.2601,0.9,1,5,1.3208,0.5
0.762,0.9128,2.1686,0.6501,0.2601,1,1,5,1.3208,0.5
0.4572,0.5486,1.9604,0.5604,0.2802,0.6,0,4,1.4224,0.5
0.5334,0.5486,2.0366,0.5604,0.2802,0.7,0,4,1.4224,0.5
0.6096,0.5486,2.1128,0.5604,0.2802,0.8,0,4,1.4224,0.5
0.6858,0.5486,2.189,0.5604,0.2802,0.9,0,4,1.4224,0.5
0.762,0.5486,2.2652,0.5604,0.2802,1,0,4,1.4224,0.5
0.4572,0.5635,1.9604,0.5604,0.2802,0.6,0.25,4,1.4224,0.5
0.5334,0.5825,2.0366,0.5604,0.2802,0.7,0.25,4,1.4224,0.5
0.6096,0.6016,2.1128,0.5604,0.2802,0.8,0.25,4,1.4224,0.5
0.6858,0.6206,2.189,0.5604,0.2802,0.9,0.25,4,1.4224,0.5
0.762,0.6397,2.2652,0.5604,0.2802,1,0.25,4,1.4224,0.5
0.4572,0.5783,1.9604,0.5604,0.2802,0.6,0.5,4,1.4224,0.5
0.5334,0.6164,2.0366,0.5604,0.2802,0.7,0.5,4,1.4224,0.5
0.6096,0.6545,2.1128,0.5604,0.2802,0.8,0.5,4,1.4224,0.5
0.6858,0.6926,2.189,0.5604,0.2802,0.9,0.5,4,1.4224,0.5
0.762,0.7307,2.2652,0.5604,0.2802,1,0.5,4,1.4224,0.5
0.4572,0.5932,1.9604,0.5604,0.2802,0.6,0.75,4,1.4224,0.5
0.5334,0.6503,2.0366,0.5604,0.2802,0.7,0.75,4,1.4224,0.5
0.6096,0.7075,2.1128,0.5604,0.2802,0.8,0.75,4,1.4224,0.5
0.6858,0.7646,2.189,0.5604,0.2802,0.9,0.75,4,1.4224,0.5
0.762,0.8218,2.2652,0.5604,0.2802,1,0.75,4,1.4224,0.5
0.4572,0.608,1.9604,0.5604,0.2802,0.6,1,4,1.4224,0.5
0.5334,0.6842,2.0366,0.5604,0.2802,0.7,1,4,1.4224,0.5
0.6096,0.7604,2.1128,0.5604,0.2802,0.8,1,4,1.4224,0.5
0.6858,0.8366,2.189,0.5604,0.2802,0.9,1,4,1.4224,0.5
0.762,0.9128,2.2652,0.5604,0.2802,1,1,4,1.4224,0.5
0.4572,0.5486,1.9644,0.5943,0.2642,0.6,0,4.5,1.4224,0.5
0.5334,0.5486,2.0406,0.5943,0.2642,0.7,0,4.5,1.4224,0.5
0.6096,0.5486,2.1168,0.5943,0.2642,0.8,0,4.5,1.4224,0.5
0.6858,0.5486,2.193,0.5943,0.2642,0.9,0,4.5,1.4224,0.5
0.762,0.5486,2.2692,0.5943,0.2642,1,0,4.5,1.4224,0.5
0.4572,0.5635,1.9644,0.5943,0.2642,0.6,0.25,4.5,1.4224,0.5
0.5334,0.5825,2.0406,0.5943,0.2642,0.7,0.25,4.5,1.4224,0.5
0.6096,0.6016,2.1168,0.5943,0.2642,0.8,0.25,4.5,1.4224,0.5
0.6858,0.6206,2.193,0.5943,0.2642,0.9,0.25,4.5,1.4224,0.5
0.762,0.6397,2.2692,0.5943,0.2642,1,0.25,4.5,1.4224,0.5
0.4572,0.5783,1.9644,0.5943,0.2642,0.6,0.5,4.5,1.4224,0.5
0.5334,0.6164,2.0406,0.5943,0.2642,0.7,0.5,4.5,1.4224,0.5
0.6096,0.6545,2.1168,0.5943,0.2642,0.8,0.5,4.5,1.4224,0.5
0.6858,0.6926,2.193,0.5943,0.2642,0.9,0.5,4.5,1.4224,0.5
0.762,0.7307,2.2692,0.5943,0.2642,1,0.5,4.5,1.4224,0.5
0.4572,0.5932,1.9644,0.5943,0.2642,0.6,0.75,4.5,1.4224,0.5
0.5334,0.6503,2.0406,0.5943,0.2642,0.7,0.75,4.5,1.4224,0.5
0.6096,0.7075,2.1168,0.5943,0.2642,0.8,0.75,4.5,1.4224,0.5
0.6858,0.7646,2.193,0.5943,0.2642,0.9,0.75,4.5,1.4224,0.5
0.762,0.8218,2.2692,0.5943,0.2642,1,0.75,4.5,1.4224,0.5
0.4572,0.608,1.9644,0.5943,0.2642,0.6,1,4.5,1.4224,0.5
0.5334,0.6842,2.0406,0.5943,0.2642,0.7,1,4.5,1.4224,0.5
0.6096,0.7604,2.1168,0.5943,0.2642,0.8,1,4.5,1.4224,0.5
0.6858,0.8366,2.193,0.5943,0.2642,0.9,1,4.5,1.4224,0.5
0.762,0.9128,2.2692,0.5943,0.2642,1,1,4.5,1.4224,0.5
0.4572,0.5486,1.9678,0.6265,0.2506,0.6,0,5,1.4224,0.5
0.5334,0.5486,2.044,0.6265,0.2506,0.7,0,5,1.4224,0.5
0.6096,0.5486,2.1202,0.6265,0.2506,0.8,0,5,1.4224,0.5
0.6858,0.5486,2.1964,0.6265,0.2506,0.9,0,5,1.4224,0.5
0.762,0.5486,2.2726,0.6265,0.2506,1,0,5,1.4224,0.5
0.4572,0.5635,1.9678,0.6265,0.2506,0.6,0.25,5,1.4224,0.5
0.5334,0.5825,2.044,0.6265,0.2506,0.7,0.25,5,1.4224,0.5
0.6096,0.6016,2.1202,0.6265,0.2506,0.8,0.25,5,1.4224,0.5
0.6858,0.6206,2.1964,0.6265,0.2506,0.9,0.25,5,1.4224,0.5
0.762,0.6397,2.2726,0.6265,0.2506,1,0.25,5,1.4224,0.5
0.4572,0.5783,1.9678,0.6265,0.2506,0.6,0.5,5,1.4224,0.5
0.5334,0.6164,2.044,0.6265,0.2506,0.7,0.5,5,1.4224,0.5
0.6096,0.6545,2.1202,0.6265,0.2506,0.8,0.5,5,1.4224,0.5
0.6858,0.6926,2.1964,0.6265,0.2506,0.9,0.5,5,1.4224,0.5
0.762,0.7307,2.2726,0.6265,0.2506,1,0.5,5,1.4224,0.5
0.4572,0.5932,1.9678,0.6265,0.2506,0.6,0.75,5,1.4224,0.5
0.5334,0.6503,2.044,0.6265,0.2506,0.7,0.75,5,1.4224,0.5
0.6096,0.7075,2.1202,0.6265,0.2506,0.8,0.75,5,1.4224,0.5
0.6858,0.7646,2.1964,0.6265,0.2506,0.9,0.75,5,1.4224,0.5
0.762,0.8218,2.2726,0.6265,0.2506,1,0.75,5,1.4224,0.5
0.4572,0.608,1.9678,0.6265,0.2506,0.6,1,5,1.4224,0.5
0.5334,0.6842,2.044,0.6265,0.2506,0.7,1,5,1.4224,0.5
0.6096,0.7604,2.1202,0.6265,0.2506,0.8,1,5,1.4224,0.5
0.6858,0.8366,2.1964,0.6265,0.2506,0.9,1,5,1.4224,0.5
0.762,0.9128,2.2726,0.6265,0.2506,1,1,5,1.4224,0.5
0.4572,0.5486,2.0644,0.5414,0.2707,0.6,0,4,1.524,0.5
0.5334,0.5486,2.1406,0.5414,0.2707,0.7,0,4,1.524,0.5
0.6096,0.5486,2.2168,0.5414,0.2707,0.8,0,4,1.524,0.5
0.6858,0.5486,2.293,0.5414,0.2707,0.9,0,4,1.524,0.5
0.762,0.5486,2.3692,0.5414,0.2707,1,0,4,1.524,0.5
0.4572,0.5635,2.0644,0.5414,0.2707,0.6,0.25,4,1.524,0.5
0.5334,0.5825,2.1406,0.5414,0.2707,0.7,0.25,4,1.524,0.5
0.6096,0.6016,2.2168,0.5414,0.2707,0.8,0.25,4,1.524,0.5
0.6858,0.6206,2.293,0.5414,0.2707,0.9,0.25,4,1.524,0.5
0.762,0.6397,2.3692,0.5414,0.2707,1,0.25,4,1.524,0.5
0.4572,0.5783,2.0644,0.5414,0.2707,0.6,0.5,4,1.524,0.5
0.5334,0.6164,2.1406,0.5414,0.2707,0.7,0.5,4,1.524,0.5
0.6096,0.6545,2.2168,0.5414,0.2707,0.8,0.5,4,1.524,0.5
0.6858,0.6926,2.293,0.5414,0.2707,0.9,0.5,4,1.524,0.5
0.762,0.7307,2.3692,0.5414,0.2707,1,0.5,4,1.524,0.5
0.4572,0.5932,2.0644,0.5414,0.2707,0.6,0.75,4,1.524,0.5
0.5334,0.6503,2.1406,0.5414,0.2707,0.7,0.75,4,1.524,0.5
0.6096,0.7075,2.2168,0.5414,0.2707,0.8,0.75,4,1.524,0.5
0.6858,0.7646,2.293,0.5414,0.2707,0.9,0.75,4,1.524,0.5
0.762,0.8218,2.3692,0.5414,0.2707,1,0.75,4,1.524,0.5
0.4572,0.608,2.0644,0.5414,0.2707,0.6,1,4,1.524,0.5
0.5334,0.6842,2.1406,0.5414,0.2707,0.7,1,4,1.524,0.5
0.6096,0.7604,2.2168,0.5414,0.2707,0.8,1,4,1.524,0.5
0.6858,0.8366,2.293,0.5414,0.2707,0.9,1,4,1.524,0.5
0.762,0.9128,2.3692,0.5414,0.2707,1,1,4,1.524,0.5
0.4572,0.5486,2.0682,0.5742,0.2552,0.6,0,4.5,1.524,0.5
0.5334,0.5486,2.1444,0.5742,0.2552,0.7,0,4.5,1.524,0.5
0.6096,0.5486,2.2206,0.5742,0.2552,0.8,0,4.5,1.524,0.5
0.6858,0.5486,2.2968,0.5742,0.2552,0.9,0,4.5,1.524,0.5
0.762,0.5486,2.373,0.5742,0.2552,1,0,4.5,1.524,0.5
0.4572,0.5635,2.0682,0.5742,0.2552,0.6,0.25,4.5,1.524,0.5
0.5334,0.5825,2.1444,0.5742,0.2552,0.7,0.25,4.5,1.524,0.5
0.6096,0.6016,2.2206,0.5742,0.2552,0.8,0.25,4.5,1.524,0.5
0.6858,0.6206,2.2968,0.5742,0.2552,0.9,0.25,4.5,1.524,0.5
0.762,0.6397,2.373,0.5742,0.2552,1,0.25,4.5,1.524,0.5
0.4572,0.5783,2.0682,0.5742,0.2552,0.6,0.5,4.5,1.524,0.5
0.5334,0.6164,2.1444,0.5742,0.2552,0.7,0.5,4.5,1.524,0.5
0.6096,0.6545,2.2206,0.5742,0.2552,0.8,0.5,4.5,1.524,0.5
0.6858,0.6926,2.2968,0.5742,0.2552,0.9,0.5,4.5,1.524,0.5
0.762,0.7307,2.373,0.5742,0.2552,1,0.5,4.5,1.524,0.5
0.4572,0.5932,2.0682,0.5742,0.2552,0.6,0.75,4.5,1.524,0.5
0.5334,0.6503,2.1444,0.5742,0.2552,0.7,0.75,4.5,1.524,0.5
0.6096,0.7075,2.2206,0.5742,0.2552,0.8,0.75,4.5,1.524,0.5
0.6858,0.7646,2.2968,0.5742,0.2552,0.9,0.75,4.5,1.524,0.5
0.762,0.8218,2.373,0.5742,0.2552,1,0.75,4.5,1.524,0.5
0.4572,0.608,2.0682,0.5742,0.2552,0.6,1,4.5,1.524,0.5
0.5334,0.6842,2.1444,0.5742,0.2552,0.7,1,4.5,1.524,0.5
0.6096,0.7604,2.2206,0.5742,0.2552,0.8,1,4.5,1.524,0.5
0.6858,0.8366,2.2968,0.5742,0.2552,0.9,1,4.5,1.524,0.5
0.762,0.9128,2.373,0.5742,0.2552,1,1,4.5,1.524,0.5
0.4572,0.5486,2.0715,0.6052,0.2421,0.6,0,5,1.524,0.5
0.5334,0.5486,2.1477,0.6052,0.2421,0.7,0,5,1.524,0.5
0.6096,0.5486,2.2239,0.6052,0.2421,0.8,0,5,1.524,0.5
0.6858,0.5486,2.3001,0.6052,0.2421,0.9,0,5,1.524,0.5
0.762,0.5486,2.3763,0.6052,0.2421,1,0,5,1.524,0.5
0.4572,0.5635,2.0715,0.6052,0.2421,0.6,0.25,5,1.524,0.5
0.5334,0.5825,2.1477,0.6052,0.2421,0.7,0.25,5,1.524,0.5
0.6096,0.6016,2.2239,0.6052,0.2421,0.8,0.25,5,1.524,0.5
0.6858,0.6206,2.3001,0.6052,0.2421,0.9,0.25,5,1.524,0.5
0.762,0.6397,2.3763,0.6052,0.2421,1,0.25,5,1.524,0.5
0.4572,0.5783,2.0715,0.6052,0.2421,0.6,0.5,5,1.524,0.5
0.5334,0.6164,2.1477,0.6052,0.2421,0.7,0.5,5,1.524,0.5
0.6096,0.6545,2.2239,0.6052,0.2421,0.8,0.5,5,1.524,0.5
0.6858,0.6926,2.3001,0.6052,0.2421,0.9,0.5,5,1.524,0.5
0.762,0.7307,2.3763,0.6052,0.2421,1,0.5,5,1.524,0.5
0.4572,0.5932,2.0715,0.6052,0.2421,0.6,0.75,5,1.524,0.5
0.5334,0.6503,2.1477,0.6052,0.2421,0.7,0.75,5,1.524,0.5
0.6096,0.7075,2.2239,0.6052,0.2421,0.8,0.75,5,1.524,0.5
0.6858,0.7646,2.3001,0.6052,0.2421,0.9,0.75,5,1.524,0.5
0.762,0.8218,2.3763,0.6052,0.2421,1,0.75,5,1.524,0.5
0.4572,0.608,2.0715,0.6052,0.2421,0.6,1,5,1.524,0.5
0.5334,0.6842,2.1477,0.6052,0.2421,0.7,1,5,1.524,0.5
0.6096,0.7604,2.2239,0.6052,0.2421,0.8,1,5,1.524,0.5
0.6858,0.8366,2.3001,0.6052,0.2421,0.9,1,5,1.524,0.5
0.762,0.9128,2.3763,0.6052,0.2421,1,1,5,1.524,0.5
0.4572,0.5486,1.7479,0.6348,0.3174,0.6,0,4,1.2192,0.55
0.5334,0.5486,1.8241,0.6348,0.3174,0.7,0,4,1.2192,0.55
0.6096,0.5486,1.9003,0.6348,0.3174,0.8,0,4,1.2192,0.55
0.6858,0.5486,1.9765,0.6348,0.3174,0.9,0,4,1.2192,0.55
0.762,0.5486,2.0527,0.6348,0.3174,1,0,4,1.2192,0.55
0.4572,0.5635,1.7479,0.6348,0.3174,0.6,0.25,4,1.2192,0.55
0.5334,0.5825,1.8241,0.6348,0.3174,0.7,0.25,4,1.2192,0.55
0.6096,0.6016,1.9003,0.6348,0.3174,0.8,0.25,4,1.2192,0.55
0.6858,0.6206,1.9765,0.6348,0.3174,0.9,0.25,4,1.2192,0.55
0.762,0.6397,2.0527,0.6348,0.3174,1,0.25,4,1.2192,0.55
0.4572,0.5783,1.7479,0.6348,0.3174,0.6,0.5,4,1.2192,0.55
0.5334,0.6164,1.8241,0.6348,0.3174,0.7,0.5,4,1.2192,0.55
0.6096,0.6545,1.9003,0.6348,0.3174,0.8,0.5,4,1.2192,0.55
0.6858,0.6926,1.9765,0.6348,0.3174,0.9,0.5,4,1.2192,0.55
0.762,0.7307,2.0527,0.6348,0.3174,1,0.5,4,1.2192,0.55
0.4572,0.5932,1.7479,0.6348,0.3174,0.6,0.75,4,1.2192,0.55
0.5334,0.6503,1.8241,0.6348,0.3174,0.7,0.75,4,1.2192,0.55
0.6096,0.7075,1.9003,0.6348,0.3174,0.8,0.75,4,1.2192,0.55
0.6858,0.7646,1.9765,0.6348,0.3174,0.9,0.75,4,1.2192,0.55
0.762,0.8218,2.0527,0.6348,0.3174,1,0.75,4,1.2192,0.55
0.4572,0.608,1.7479,0.6348,0.3174,0.6,1,4,1.2192,0.55
0.5334,0.6842,1.8241,0.6348,0.3174,0.7,1,4,1.2192,0.55
0.6096,0.7604,1.9003,0.6348,0.3174,0.8,1,4,1.2192,0.55
0.6858,0.8366,1.9765,0.6348,0.3174,0.9,1,4,1.2192,0.55
0.762,0.9128,2.0527,0.6348,0.3174,1,1,4,1.2192,0.55
0.4572,0.5486,1.7524,0.6733,0.2992,0.6,0,4.5,1.2192,0.55
0.5334,0.5486,1.8286,0.6733,0.2992,0.7,0,4.5,1.2192,0.55
0.6096,0.5486,1.9048,0.6733,0.2992,0.8,0,4.5,1.2192,0.55
0.6858,0.5486,1.981,0.6733,0.2992,0.9,0,4.5,1.2192,0.55
0.762,0.5486,2.0572,0.6733,0.2992,1,0,4.5,1.2192,0.55
0.4572,0.5635,1.7524,0.6733,0.2992,0.6,0.25,4.5,1.2192,0.55
0.5334,0.5825,1.8286,0.6733,0.2992,0.7,0.25,4.5,1.2192,0.55
0.6096,0.6016,1.9048,0.6733,0.2992,0.8,0.25,4.5,1.2192,0.55
0.6858,0.6206,1.981,0.6733,0.2992,0.9,0.25,4.5,1.2192,0.55
0.762,0.6397,2.0572,0.6733,0.2992,1,0.25,4.5,1.2192,0.55
0.4572,0.5783,1.7524,0.6733,0.2992,0.6,0.5,4.5,1.2192,0.55
0.5334,0.6164,1.8286,0.6733,0.2992,0.7,0.5,4.5,1.2192,0.55
0.6096,0.6545,1.9048,0.6733,0.2992,0.8,0.5,4.5,1.2192,0.55
0.6858,0.6926,1.981,0.6733,0.2992,0.9,0.5,4.5,1.2192,0.55
0.762,0.7307,2.0572,0.6733,0.2992,1,0.5,4.5,1.2192,0.55
0.4572,0.5932,1.7524,0.6733,0.2992,0.6,0.75,4.5,1.2192,0.55
0.5334,0.6503,1.8286,0.6733,0.2992,0.7,0.75,4.5,1.2192,0.55
0.6096,0.7075,1.9048,0.6733,0.2992,0.8,0.75,4.5,1.2192,0.55
