NACA 23115 Airfoil cl=0.30 T=15.0% P=15.0%
  1.000004  0.001575
  0.999758  0.001619
  0.999018  0.001751
  0.997787  0.001970
  0.996064  0.002276
  0.993853  0.002669
  0.991154  0.003147
  0.987972  0.003710
  0.984309  0.004356
  0.980168  0.005084
  0.975555  0.005893
  0.970474  0.006782
  0.964930  0.007747
  0.958929  0.008788
  0.952477  0.009903
  0.945580  0.011089
  0.938245  0.012345
  0.930481  0.013667
  0.922293  0.015055
  0.913692  0.016504
  0.904686  0.018014
  0.895283  0.019580
  0.885492  0.021201
  0.875325  0.022875
  0.864791  0.024597
  0.853900  0.026365
  0.842663  0.028177
  0.831092  0.030030
  0.819198  0.031920
  0.806992  0.033844
  0.794486  0.035800
  0.781694  0.037783
  0.768627  0.039792
  0.755299  0.041822
  0.741722  0.043869
  0.727910  0.045931
  0.713876  0.048003
  0.699633  0.050081
  0.685197  0.052163
  0.670580  0.054242
  0.655798  0.056316
  0.640864  0.058380
  0.625793  0.060429
  0.610599  0.062460
  0.595297  0.064466
  0.579903  0.066443
  0.564431  0.068386
  0.548895  0.070290
  0.533312  0.072151
  0.517696  0.073962
  0.502062  0.075718
  0.486425  0.077414
  0.470801  0.079045
  0.455204  0.080606
  0.439650  0.082090
  0.424154  0.083493
  0.408730  0.084809
  0.393395  0.086034
  0.378162  0.087162
  0.363047  0.088189
  0.348064  0.089110
  0.333228  0.089921
  0.318554  0.090618
  0.304055  0.091196
  0.289747  0.091653
  0.275643  0.091985
  0.261756  0.092189
  0.248102  0.092264
  0.234693  0.092206
  0.221542  0.092014
  0.208596  0.091686
  0.195761  0.091201
  0.183069  0.090527
  0.170553  0.089639
  0.158249  0.088514
  0.146191  0.087134
  0.134415  0.085487
  0.122957  0.083566
  0.111852  0.081368
  0.101135  0.078898
  0.090837  0.076162
  0.080989  0.073173
  0.071621  0.069948
  0.062758  0.066508
  0.054424  0.062875
  0.046638  0.059077
  0.039417  0.055141
  0.032775  0.051095
  0.026722  0.046968
  0.021265  0.042791
  0.016408  0.038590
  0.012152  0.034394
  0.008495  0.030225
  0.005435  0.026108
  0.002964  0.022062
  0.001076  0.018103
 -0.000239  0.014246
 -0.000992  0.010502
 -0.001194  0.006878
 -0.000858  0.003377
  0.000000  0.000000
  0.001352 -0.003211
  0.003167 -0.006217
  0.005430 -0.009026
  0.008124 -0.011647
  0.011236 -0.014090
  0.014749 -0.016368
  0.018649 -0.018494
  0.022922 -0.020482
  0.027555 -0.022346
  0.032536 -0.024102
  0.037854 -0.025762
  0.043501 -0.027343
  0.049470 -0.028858
  0.055756 -0.030319
  0.062356 -0.031739
  0.069270 -0.033130
  0.076500 -0.034501
  0.084051 -0.035862
  0.091930 -0.037221
  0.100146 -0.038584
  0.108710 -0.039956
  0.117634 -0.041340
  0.126932 -0.042739
  0.136616 -0.044151
  0.146702 -0.045573
  0.157204 -0.047000
  0.168135 -0.048423
  0.179507 -0.049828
  0.191332 -0.051199
  0.203619 -0.052513
  0.216375 -0.053746
  0.229481 -0.054868
  0.242857 -0.055875
  0.256490 -0.056766
  0.270367 -0.057542
  0.284474 -0.058204
  0.298797 -0.058754
  0.313322 -0.059191
  0.328034 -0.059518
  0.342919 -0.059738
  0.357962 -0.059851
  0.373148 -0.059862
  0.388462 -0.059771
  0.403888 -0.059582
  0.419412 -0.059299
  0.435017 -0.058923
  0.450688 -0.058459
  0.466409 -0.057910
  0.482164 -0.057278
  0.497938 -0.056568
  0.513715 -0.055783
  0.529479 -0.054927
  0.545213 -0.054003
  0.560902 -0.053015
  0.576531 -0.051967
  0.592084 -0.050861
  0.607544 -0.049703
  0.622897 -0.048495
  0.638127 -0.047241
  0.653219 -0.045945
  0.668157 -0.044610
  0.682928 -0.043240
  0.697514 -0.041838
  0.711904 -0.040409
  0.726081 -0.038956
  0.740032 -0.037481
  0.753742 -0.035990
  0.767199 -0.034486
  0.780389 -0.032972
  0.793299 -0.031453
  0.805915 -0.029931
  0.818226 -0.028411
  0.830220 -0.026896
  0.841884 -0.025390
  0.853207 -0.023898
  0.864178 -0.022423
  0.874786 -0.020969
  0.885021 -0.019539
  0.894872 -0.018138
  0.904331 -0.016770
  0.913388 -0.015439
  0.922034 -0.014148
  0.930261 -0.012901
  0.938061 -0.011702
  0.945427 -0.010555
  0.952350 -0.009463
  0.958825 -0.008429
  0.964846 -0.007458
  0.970406 -0.006551
  0.975501 -0.005713
  0.980125 -0.004945
  0.984274 -0.004251
  0.987945 -0.003633
  0.991133 -0.003093
  0.993836 -0.002632
  0.996051 -0.002254
  0.997775 -0.001958
  0.999009 -0.001745
  0.999749 -0.001618
  0.999996 -0.001575
