NACA 23115
  1.000000 -0.000000
  0.999014  0.000182
  0.996059  0.000726
  0.991149  0.001627
  0.984303  0.002877
  0.975549  0.004467
  0.964923  0.006382
  0.952468  0.008607
  0.938236  0.011125
  0.922283  0.013916
  0.904675  0.016959
  0.885481  0.020234
  0.864779  0.023717
  0.842652  0.027385
  0.819186  0.031212
  0.794475  0.035174
  0.768617  0.039244
  0.741712  0.043395
  0.713867  0.047596
  0.685189  0.051818
  0.655791  0.056027
  0.625786  0.060190
  0.595292  0.064270
  0.564426  0.068228
  0.533308  0.072025
  0.502059  0.075620
  0.470798  0.078969
  0.439648  0.082032
  0.408729  0.084766
  0.378161  0.087131
  0.348063  0.089088
  0.318553  0.090602
  0.289747  0.091642
  0.261756  0.092182
  0.234692  0.092201
  0.208596  0.091683
  0.183069  0.090526
  0.158249  0.088513
  0.134415  0.085486
  0.111852  0.081368
  0.090837  0.076161
  0.071621  0.069948
  0.054424  0.062875
  0.039417  0.055141
  0.026722  0.046968
  0.016408  0.038590
  0.008495  0.030225
  0.002964  0.022062
 -0.000239  0.014246
 -0.001194  0.006878
  0.000000  0.000000
  0.003167 -0.006217
  0.008124 -0.011647
  0.014749 -0.016368
  0.022922 -0.020482
  0.032536 -0.024102
  0.043501 -0.027343
  0.055756 -0.030319
  0.069270 -0.033130
  0.084051 -0.035862
  0.100146 -0.038584
  0.117634 -0.041340
  0.136616 -0.044150
  0.157204 -0.046999
  0.179507 -0.049826
  0.203619 -0.052511
  0.229481 -0.054864
  0.256490 -0.056759
  0.284474 -0.058194
  0.313322 -0.059175
  0.342920 -0.059715
  0.373149 -0.059830
  0.403890 -0.059540
  0.435019 -0.058866
  0.466411 -0.057834
  0.497941 -0.056470
  0.529482 -0.054802
  0.560907 -0.052857
  0.592089 -0.050666
  0.622904 -0.048256
  0.653226 -0.045656
  0.682936 -0.042895
  0.711913 -0.040002
  0.740042 -0.037007
  0.767210 -0.033939
  0.793310 -0.030827
  0.818238 -0.027703
  0.841895 -0.024598
  0.864189 -0.021543
  0.885032 -0.018572
  0.904342 -0.015716
  0.922045 -0.013009
  0.938071 -0.010482
  0.952359 -0.008167
  0.964854 -0.006092
  0.975508 -0.004286
  0.984280 -0.002773
  0.991138 -0.001573
  0.996055 -0.000703
  0.999013 -0.000176
  1.000000  0.000000
